ISO3,year,area,population
NPL,2033,total,33848000
PAK,2033,total,254410000
LKA,2033,total,21497000
BRN,2033,total,501000
KHM,2033,total,19360000
IDN,2033,total,301302000
LAO,2033,total,8276000
MYS,2033,total,37790000
MMR,2033,total,59878000
PHL,2033,total,129807000
SGP,2033,total,6431000
THA,2033,total,69420000
TLS,2033,total,1809000
VNM,2033,total,107982000
ARM,2033,total,2884000
AZE,2033,total,10795000
BHR,2033,total,2083000
CYP,2033,total,1302000
GEO,2033,total,3697000
IRQ,2033,total,57160000
ISR,2033,total,10369000
JOR,2033,total,11531000
KWT,2033,total,5020000
LBN,2033,total,5330000
OMN,2033,total,6042000
QAT,2033,total,3339000
SAU,2033,total,40628000
PSE,2033,total,7175000
SYR,2033,total,28046000
TUR,2033,total,89933000
ARE,2033,total,11411000
YEM,2033,total,38716000
BLR,2033,total,9063000
BGR,2033,total,6266000
CZE,2033,total,10452000
HUN,2033,total,9099000
POL,2033,total,36078000
MDA,2033,total,3773000
ROU,2033,total,18173000
RUS,2033,total,139068000
SVK,2033,total,5339000
UKR,2033,total,40416000
CHI,2033,total,176000
DNK,2033,total,6083000
EST,2033,total,1237000
FRO,2033,total,53000
FIN,2033,total,5770000
ISL,2033,total,371000
IRL,2033,total,5312000
IMN,2033,total,92000
LVA,2033,total,1708000
LTU,2033,total,2672000
NOR,2033,total,6102000
SWE,2033,total,10854000
GBR,2033,total,71385000
ALB,2033,total,2914000
AND,2033,total,78000
BIH,2033,total,3366000
HRV,2033,total,3833000
GIB,2033,total,36000
GRC,2033,total,10688000
VAT,2033,total,1000
ITA,2033,total,57773000
MLT,2033,total,438000
MNE,2033,total,622000
PRT,2033,total,9771000
SMR,2033,total,35000
SRB,2033,total,8231000
SVN,2033,total,2046000
ESP,2033,total,45969000
MKD,2033,total,2062000
AUT,2033,total,8966000
BEL,2033,total,12099000
FRA,2033,total,68490000
DEU,2033,total,81934000
LIE,2033,total,42000
LUX,2033,total,695000
MCO,2033,total,42000
NLD,2033,total,17665000
CHE,2033,total,9333000
AIA,2033,total,16000
ATG,2033,total,117000
ABW,2033,total,110000
BHS,2033,total,448000
BRB,2033,total,290000
VGB,2033,total,35000
BES,2033,total,28000
CYM,2033,total,73000
CUB,2033,total,11453000
CUW,2033,total,174000
DMA,2033,total,77000
DOM,2033,total,12345000
GRD,2033,total,112000
GLP,2033,total,448000
HTI,2033,total,12848000
JAM,2033,total,2921000
MTQ,2033,total,380000
MSR,2033,total,6000
PRI,2033,total,3566000
KNA,2033,total,61000
LCA,2033,total,187000
VCT,2033,total,112000
SXM,2033,total,47000
TTO,2033,total,1367000
TCA,2033,total,43000
VIR,2033,total,1e+05
BLZ,2033,total,493000
CRI,2033,total,5503000
SLV,2033,total,6851000
GTM,2033,total,22153000
HND,2033,total,11535000
MEX,2033,total,150959000
NIC,2033,total,7215000
PAN,2033,total,5047000
ARG,2033,total,50364000
BOL,2033,total,13624000
BRA,2033,total,227873000
CHL,2033,total,19904000
COL,2033,total,53729000
ECU,2033,total,20165000
FLK,2033,total,2000
GUF,2033,total,404000
GUY,2033,total,831000
PRY,2033,total,8049000
PER,2033,total,37724000
SUR,2033,total,626000
URY,2033,total,3617000
VEN,2033,total,37683000
BMU,2033,total,59000
CAN,2033,total,41401000
GRL,2033,total,57000
SPM,2033,total,7000
USA,2033,total,361061000
AUS,2033,total,29018000
NZL,2033,total,5310000
FJI,2033,total,980000
NCL,2033,total,330000
PNG,2033,total,11012000
SLB,2033,total,812000
VUT,2033,total,372000
GUM,2033,total,184000
KIR,2033,total,147000
MHL,2033,total,57000
FSM,2033,total,120000
NRU,2033,total,12000
MNP,2033,total,57000
PLW,2033,total,26000
ASM,2033,total,58000
COK,2033,total,18000
PYF,2033,total,312000
NIU,2033,total,2000
WSM,2033,total,217000
TKL,2033,total,1000
TON,2033,total,124000
TUV,2033,total,13000
WLF,2033,total,11000
BDI,2034,total,17518000
COM,2034,total,1141000
DJI,2034,total,1179000
ERI,2034,total,7277000
ETH,2034,total,150371000
KEN,2034,total,72650000
MDG,2034,total,39017000
MWI,2034,total,29387000
MUS,2034,total,1285000
MYT,2034,total,374000
MOZ,2034,total,47046000
REU,2034,total,976000
RWA,2034,total,17237000
SYC,2034,total,98000
SOM,2034,total,24044000
SSD,2034,total,18791000
UGA,2034,total,71420000
TZA,2034,total,93343000
ZMB,2034,total,27700000
ZWE,2034,total,23145000
AGO,2034,total,50222000
CMR,2034,total,36083000
CAF,2034,total,6661000
TCD,2034,total,23733000
COG,2034,total,8078000
COD,2034,total,134502000
GNQ,2034,total,2057000
GAB,2034,total,2775000
STP,2034,total,291000
DZA,2034,total,50631000
EGY,2034,total,126531000
LBY,2034,total,7555000
MAR,2034,total,42119000
SDN,2034,total,59746000
TUN,2034,total,13102000
ESH,2034,total,790000
BWA,2034,total,2941000
LSO,2034,total,2724000
NAM,2034,total,3466000
ZAF,2034,total,66415000
SWZ,2034,total,1753000
BEN,2034,total,17172000
BFA,2034,total,30298000
CPV,2034,total,659000
CIV,2034,total,36571000
GMB,2034,total,3306000
GHA,2034,total,40027000
GIN,2034,total,19348000
GNB,2034,total,2701000
LBR,2034,total,7113000
MLI,2034,total,30174000
MRT,2034,total,6626000
NER,2034,total,40420000
NGA,2034,total,290452000
SHN,2034,total,4000
SEN,2034,total,24298000
SLE,2034,total,10398000
TGO,2034,total,11428000
CHN,2034,total,1435761000
HKG,2034,total,8105000
MAC,2034,total,777000
TWN,2034,total,24127000
PRK,2034,total,26940000
JPN,2034,total,119138000
MNG,2034,total,3672000
KOR,2034,total,52823000
KAZ,2034,total,20820000
KGZ,2034,total,7240000
TJK,2034,total,11856000
TKM,2034,total,7013000
UZB,2034,total,37803000
AFG,2034,total,50079000
BGD,2034,total,190504000
BTN,2034,total,938000
IND,2034,total,1555108000
IRN,2034,total,90177000
MDV,2034,total,526000
NPL,2034,total,34052000
PAK,2034,total,257758000
LKA,2034,total,21497000
BRN,2034,total,504000
KHM,2034,total,19543000
IDN,2034,total,303066000
LAO,2034,total,8347000
MYS,2034,total,38092000
MMR,2034,total,60164000
PHL,2034,total,131247000
SGP,2034,total,6457000
THA,2034,total,69319000
TLS,2034,total,1845000
VNM,2034,total,108494000
ARM,2034,total,2875000
AZE,2034,total,10829000
BHR,2034,total,2103000
CYP,2034,total,1308000
GEO,2034,total,3680000
IRQ,2034,total,58483000
ISR,2034,total,10498000
JOR,2034,total,11683000
KWT,2034,total,5066000
LBN,2034,total,5331000
OMN,2034,total,6085000
QAT,2034,total,3372000
SAU,2034,total,40981000
PSE,2034,total,7321000
SYR,2034,total,28473000
TUR,2034,total,90435000
ARE,2034,total,11527000
YEM,2034,total,39341000
BLR,2034,total,9029000
BGR,2034,total,6211000
CZE,2034,total,10425000
HUN,2034,total,9052000
POL,2034,total,35887000
MDA,2034,total,3747000
ROU,2034,total,18074000
RUS,2034,total,138569000
SVK,2034,total,5320000
UKR,2034,total,40155000
CHI,2034,total,176000
DNK,2034,total,6101000
EST,2034,total,1231000
FRO,2034,total,53000
FIN,2034,total,5778000
ISL,2034,total,373000
IRL,2034,total,5343000
IMN,2034,total,93000
LVA,2034,total,1695000
LTU,2034,total,2655000
NOR,2034,total,6148000
SWE,2034,total,10899000
GBR,2034,total,71643000
ALB,2034,total,2905000
AND,2034,total,78000
BIH,2034,total,3352000
HRV,2034,total,3811000
GIB,2034,total,36000
GRC,2034,total,10657000
VAT,2034,total,1000
ITA,2034,total,57656000
MLT,2034,total,438000
MNE,2034,total,620000
PRT,2034,total,9733000
SMR,2034,total,34000
SRB,2034,total,8188000
SVN,2034,total,2040000
ESP,2034,total,45917000
MKD,2034,total,2057000
AUT,2034,total,8969000
BEL,2034,total,12130000
FRA,2034,total,68679000
DEU,2034,total,81836000
LIE,2034,total,42000
LUX,2034,total,701000
MCO,2034,total,42000
NLD,2034,total,17682000
CHE,2034,total,9374000
AIA,2034,total,16000
ATG,2034,total,118000
ABW,2034,total,110000
BHS,2034,total,449000
BRB,2034,total,290000
VGB,2034,total,36000
BES,2034,total,28000
CYM,2034,total,74000
CUB,2034,total,11433000
CUW,2034,total,175000
DMA,2034,total,78000
DOM,2034,total,12422000
GRD,2034,total,112000
GLP,2034,total,448000
HTI,2034,total,12944000
JAM,2034,total,2915000
MTQ,2034,total,379000
MSR,2034,total,6000
PRI,2034,total,3555000
KNA,2034,total,62000
LCA,2034,total,187000
VCT,2034,total,112000
SXM,2034,total,48000
TTO,2034,total,1364000
TCA,2034,total,43000
VIR,2034,total,1e+05
BLZ,2034,total,5e+05
CRI,2034,total,5529000
SLV,2034,total,6869000
GTM,2034,total,22464000
HND,2034,total,11658000
MEX,2034,total,152028000
NIC,2034,total,7267000
PAN,2034,total,5100000
ARG,2034,total,50698000
BOL,2034,total,13776000
BRA,2034,total,228564000
CHL,2034,total,19983000
COL,2034,total,53899000
ECU,2034,total,20361000
FLK,2034,total,2000
GUF,2034,total,412000
GUY,2034,total,832000
PRY,2034,total,8113000
PER,2034,total,38015000
SUR,2034,total,628000
URY,2034,total,3623000
VEN,2034,total,37978000
BMU,2034,total,58000
CAN,2034,total,41647000
GRL,2034,total,57000
SPM,2034,total,7000
USA,2034,total,363074000
AUS,2034,total,29273000
NZL,2034,total,5340000
FJI,2034,total,983000
NCL,2034,total,334000
PNG,2034,total,11187000
SLB,2034,total,825000
VUT,2034,total,379000
GUM,2034,total,185000
KIR,2034,total,149000
MHL,2034,total,58000
FSM,2034,total,121000
NRU,2034,total,12000
MNP,2034,total,57000
PLW,2034,total,26000
ASM,2034,total,58000
COK,2034,total,18000
PYF,2034,total,313000
NIU,2034,total,2000
WSM,2034,total,220000
TKL,2034,total,1000
TON,2034,total,126000
TUV,2034,total,14000
WLF,2034,total,11000
BDI,2035,total,17971000
COM,2035,total,1161000
DJI,2035,total,1189000
ERI,2035,total,7421000
ETH,2035,total,153036000
KEN,2035,total,74086000
MDG,2035,total,39892000
MWI,2035,total,30110000
MUS,2035,total,1283000
MYT,2035,total,381000
MOZ,2035,total,48241000
REU,2035,total,981000
RWA,2035,total,17543000
SYC,2035,total,99000
SOM,2035,total,24699000
SSD,2035,total,19183000
UGA,2035,total,73386000
TZA,2035,total,95862000
ZMB,2035,total,28441000
ZWE,2035,total,23557000
AGO,2035,total,51664000
CMR,2035,total,36884000
CAF,2035,total,6798000
TCD,2035,total,24317000
COG,2035,total,8277000
COD,2035,total,138154000
GNQ,2035,total,2105000
GAB,2035,total,2820000
STP,2035,total,296000
DZA,2035,total,51071000
EGY,2035,total,128264000
LBY,2035,total,7603000
MAR,2035,total,42407000
SDN,2035,total,60996000
TUN,2035,total,13161000
ESH,2035,total,802000
BWA,2035,total,2975000
LSO,2035,total,2752000
NAM,2035,total,3520000
ZAF,2035,total,66880000
SWZ,2035,total,1775000
BEN,2035,total,17568000
BFA,2035,total,31053000
CPV,2035,total,666000
CIV,2035,total,37412000
GMB,2035,total,3384000
GHA,2035,total,40720000
GIN,2035,total,19788000
GNB,2035,total,2756000
LBR,2035,total,7272000
MLI,2035,total,30983000
MRT,2035,total,6766000
NER,2035,total,41876000
NGA,2035,total,297324000
SHN,2035,total,4000
SEN,2035,total,24862000
SLE,2035,total,10567000
TGO,2035,total,11663000
CHN,2035,total,1433509000
HKG,2035,total,8127000
MAC,2035,total,784000
TWN,2035,total,24100000
PRK,2035,total,26972000
JPN,2035,total,118500000
MNG,2035,total,3698000
KOR,2035,total,52806000
KAZ,2035,total,20950000
KGZ,2035,total,7300000
TJK,2035,total,12023000
TKM,2035,total,7073000
UZB,2035,total,38059000
AFG,2035,total,50907000
BGD,2035,total,191601000
BTN,2035,total,943000
IND,2035,total,1564570000
IRN,2035,total,90478000
MDV,2035,total,529000
NPL,2035,total,34247000
PAK,2035,total,261093000
LKA,2035,total,21492000
BRN,2035,total,506000
KHM,2035,total,19724000
IDN,2035,total,304758000
LAO,2035,total,8416000
MYS,2035,total,38381000
MMR,2035,total,60431000
PHL,2035,total,132667000
SGP,2035,total,6480000
THA,2035,total,69199000
TLS,2035,total,1880000
VNM,2035,total,108989000
ARM,2035,total,2866000
AZE,2035,total,10861000
BHR,2035,total,2122000
CYP,2035,total,1314000
GEO,2035,total,3663000
IRQ,2035,total,59821000
ISR,2035,total,10628000
JOR,2035,total,11841000
KWT,2035,total,5111000
LBN,2035,total,5335000
OMN,2035,total,6128000
QAT,2035,total,3402000
SAU,2035,total,41317000
PSE,2035,total,7468000
SYR,2035,total,28885000
TUR,2035,total,90915000
ARE,2035,total,11643000
YEM,2035,total,39962000
BLR,2035,total,8996000
BGR,2035,total,6157000
CZE,2035,total,10397000
HUN,2035,total,9004000
POL,2035,total,35692000
MDA,2035,total,3721000
ROU,2035,total,17974000
RUS,2035,total,138076000
SVK,2035,total,5301000
UKR,2035,total,39896000
CHI,2035,total,177000
DNK,2035,total,6118000
EST,2035,total,1225000
FRO,2035,total,53000
FIN,2035,total,5785000
ISL,2035,total,375000
IRL,2035,total,5375000
IMN,2035,total,93000
LVA,2035,total,1681000
LTU,2035,total,2639000
NOR,2035,total,6193000
SWE,2035,total,10943000
GBR,2035,total,71897000
ALB,2035,total,2895000
AND,2035,total,78000
BIH,2035,total,3337000
HRV,2035,total,3790000
GIB,2035,total,36000
GRC,2035,total,10624000
VAT,2035,total,1000
ITA,2035,total,57535000
MLT,2035,total,437000
MNE,2035,total,619000
PRT,2035,total,9696000
SMR,2035,total,34000
SRB,2035,total,8144000
SVN,2035,total,2035000
ESP,2035,total,45861000
MKD,2035,total,2052000
AUT,2035,total,8970000
BEL,2035,total,12160000
FRA,2035,total,68861000
DEU,2035,total,81730000
LIE,2035,total,42000
LUX,2035,total,707000
MCO,2035,total,42000
NLD,2035,total,17694000
CHE,2035,total,9412000
AIA,2035,total,16000
ATG,2035,total,118000
ABW,2035,total,110000
BHS,2035,total,452000
BRB,2035,total,289000
VGB,2035,total,36000
BES,2035,total,28000
CYM,2035,total,74000
CUB,2035,total,11410000
CUW,2035,total,176000
DMA,2035,total,78000
DOM,2035,total,12497000
GRD,2035,total,113000
GLP,2035,total,447000
HTI,2035,total,13036000
JAM,2035,total,2908000
MTQ,2035,total,379000
MSR,2035,total,6000
PRI,2035,total,3544000
KNA,2035,total,62000
LCA,2035,total,187000
VCT,2035,total,113000
SXM,2035,total,48000
TTO,2035,total,1360000
TCA,2035,total,44000
VIR,2035,total,99000
BLZ,2035,total,507000
CRI,2035,total,5554000
SLV,2035,total,6887000
GTM,2035,total,22772000
HND,2035,total,11779000
MEX,2035,total,153061000
NIC,2035,total,7319000
PAN,2035,total,5151000
ARG,2035,total,51028000
BOL,2035,total,13925000
BRA,2035,total,229203000
CHL,2035,total,20059000
COL,2035,total,54054000
ECU,2035,total,20554000
FLK,2035,total,2000
GUF,2035,total,420000
GUY,2035,total,833000
PRY,2035,total,8175000
PER,2035,total,38299000
SUR,2035,total,631000
URY,2035,total,3629000
VEN,2035,total,38265000
BMU,2035,total,58000
CAN,2035,total,41888000
GRL,2035,total,57000
SPM,2035,total,7000
USA,2035,total,365034000
AUS,2035,total,29526000
NZL,2035,total,5369000
FJI,2035,total,985000
NCL,2035,total,337000
PNG,2035,total,11361000
SLB,2035,total,838000
VUT,2035,total,385000
GUM,2035,total,185000
KIR,2035,total,150000
MHL,2035,total,58000
FSM,2035,total,121000
NRU,2035,total,12000
MNP,2035,total,57000
PLW,2035,total,25000
ASM,2035,total,58000
COK,2035,total,18000
PYF,2035,total,314000
NIU,2035,total,2000
WSM,2035,total,221000
TKL,2035,total,1000
TON,2035,total,126000
TUV,2035,total,14000
WLF,2035,total,11000
BDI,2036,total,18432000
COM,2036,total,1181000
DJI,2036,total,1200000
ERI,2036,total,7565000
ETH,2036,total,155686000
KEN,2036,total,75525000
MDG,2036,total,40773000
MWI,2036,total,30841000
MUS,2036,total,1280000
MYT,2036,total,389000
MOZ,2036,total,49453000
REU,2036,total,985000
RWA,2036,total,17849000
SYC,2036,total,98000
SOM,2036,total,25366000
SSD,2036,total,19578000
UGA,2036,total,75380000
TZA,2036,total,98422000
ZMB,2036,total,29195000
ZWE,2036,total,23968000
AGO,2036,total,53133000
CMR,2036,total,37694000
CAF,2036,total,6934000
TCD,2036,total,24907000
COG,2036,total,8478000
COD,2036,total,141855000
GNQ,2036,total,2152000
GAB,2036,total,2867000
STP,2036,total,301000
DZA,2036,total,51508000
EGY,2036,total,130013000
LBY,2036,total,7651000
MAR,2036,total,42686000
SDN,2036,total,62255000
TUN,2036,total,13218000
ESH,2036,total,816000
BWA,2036,total,3008000
LSO,2036,total,2782000
NAM,2036,total,3576000
ZAF,2036,total,67337000
SWZ,2036,total,1796000
BEN,2036,total,17970000
BFA,2036,total,31817000
CPV,2036,total,671000
CIV,2036,total,38264000
GMB,2036,total,3461000
GHA,2036,total,41415000
GIN,2036,total,20235000
GNB,2036,total,2809000
LBR,2036,total,7432000
MLI,2036,total,31803000
MRT,2036,total,6908000
NER,2036,total,43372000
NGA,2036,total,304299000
SHN,2036,total,4000
SEN,2036,total,25432000
SLE,2036,total,10736000
TGO,2036,total,11900000
CHN,2036,total,1430923000
HKG,2036,total,8146000
MAC,2036,total,791000
TWN,2036,total,24065000
PRK,2036,total,26997000
JPN,2036,total,117853000
MNG,2036,total,3725000
KOR,2036,total,52767000
KAZ,2036,total,21082000
KGZ,2036,total,7360000
TJK,2036,total,12192000
TKM,2036,total,7133000
UZB,2036,total,38309000
AFG,2036,total,51728000
BGD,2036,total,192643000
BTN,2036,total,948000
IND,2036,total,1573581000
IRN,2036,total,90776000
MDV,2036,total,533000
NPL,2036,total,34430000
PAK,2036,total,264416000
LKA,2036,total,21483000
BRN,2036,total,510000
KHM,2036,total,19903000
IDN,2036,total,306378000
LAO,2036,total,8484000
MYS,2036,total,38658000
MMR,2036,total,60679000
PHL,2036,total,134067000
SGP,2036,total,6501000
THA,2036,total,69063000
TLS,2036,total,1916000
VNM,2036,total,109466000
ARM,2036,total,2857000
AZE,2036,total,10891000
BHR,2036,total,2141000
CYP,2036,total,1319000
GEO,2036,total,3646000
IRQ,2036,total,61176000
ISR,2036,total,10758000
JOR,2036,total,12004000
KWT,2036,total,5156000
LBN,2036,total,5344000
OMN,2036,total,6172000
QAT,2036,total,3431000
SAU,2036,total,41636000
PSE,2036,total,7615000
SYR,2036,total,29287000
TUR,2036,total,91372000
ARE,2036,total,11757000
YEM,2036,total,40579000
BLR,2036,total,8963000
BGR,2036,total,6103000
CZE,2036,total,10369000
HUN,2036,total,8956000
POL,2036,total,35492000
MDA,2036,total,3694000
ROU,2036,total,17873000
RUS,2036,total,137596000
SVK,2036,total,5280000
UKR,2036,total,39642000
CHI,2036,total,177000
DNK,2036,total,6134000
EST,2036,total,1220000
FRO,2036,total,53000
FIN,2036,total,5792000
ISL,2036,total,375000
IRL,2036,total,5405000
IMN,2036,total,93000
LVA,2036,total,1669000
LTU,2036,total,2622000
NOR,2036,total,6237000
SWE,2036,total,10986000
GBR,2036,total,72147000
ALB,2036,total,2885000
AND,2036,total,78000
BIH,2036,total,3320000
HRV,2036,total,3769000
GIB,2036,total,36000
GRC,2036,total,10591000
VAT,2036,total,1000
ITA,2036,total,57410000
MLT,2036,total,435000
MNE,2036,total,617000
PRT,2036,total,9658000
SMR,2036,total,34000
SRB,2036,total,8099000
SVN,2036,total,2029000
ESP,2036,total,45803000
MKD,2036,total,2045000
AUT,2036,total,8971000
BEL,2036,total,12188000
FRA,2036,total,69034000
DEU,2036,total,81618000
LIE,2036,total,42000
LUX,2036,total,714000
MCO,2036,total,43000
NLD,2036,total,17703000
CHE,2036,total,9449000
AIA,2036,total,16000
ATG,2036,total,119000
ABW,2036,total,110000
BHS,2036,total,454000
BRB,2036,total,289000
VGB,2036,total,36000
BES,2036,total,28000
CYM,2036,total,75000
CUB,2036,total,11386000
CUW,2036,total,176000
DMA,2036,total,78000
DOM,2036,total,12569000
GRD,2036,total,112000
GLP,2036,total,446000
HTI,2036,total,13126000
JAM,2036,total,2900000
MTQ,2036,total,377000
MSR,2036,total,6000
PRI,2036,total,3531000
KNA,2036,total,62000
LCA,2036,total,187000
VCT,2036,total,112000
SXM,2036,total,48000
TTO,2036,total,1357000
TCA,2036,total,44000
VIR,2036,total,99000
BLZ,2036,total,513000
CRI,2036,total,5578000
SLV,2036,total,6904000
GTM,2036,total,23078000
HND,2036,total,11896000
MEX,2036,total,154057000
NIC,2036,total,7367000
PAN,2036,total,5202000
ARG,2036,total,51351000
BOL,2036,total,14073000
BRA,2036,total,229787000
CHL,2036,total,20131000
COL,2036,total,54195000
ECU,2036,total,20744000
FLK,2036,total,2000
GUF,2036,total,428000
GUY,2036,total,834000
PRY,2036,total,8236000
PER,2036,total,38576000
SUR,2036,total,632000
URY,2036,total,3634000
VEN,2036,total,38545000
BMU,2036,total,58000
CAN,2036,total,42123000
GRL,2036,total,57000
SPM,2036,total,7000
USA,2036,total,366942000
AUS,2036,total,29777000
NZL,2036,total,5398000
FJI,2036,total,987000
NCL,2036,total,340000
PNG,2036,total,11536000
SLB,2036,total,852000
VUT,2036,total,390000
GUM,2036,total,186000
KIR,2036,total,152000
MHL,2036,total,59000
FSM,2036,total,122000
NRU,2036,total,12000
MNP,2036,total,57000
PLW,2036,total,25000
ASM,2036,total,58000
COK,2036,total,18000
PYF,2036,total,315000
NIU,2036,total,2000
WSM,2036,total,223000
TKL,2036,total,1000
TON,2036,total,128000
TUV,2036,total,14000
