iso3,year,CCA_USD,CCM_USD,Dual_Purpose_USD,Total_Climate_USD,Total_ODA_USD,protracted_crisis,Vulnerability_Score_new,countryname,region,CCA_Share,CCM_Share,Dual_Share,Total_Climate_Share,Vulnerability_Score
COD,2019,9.026871,26.496492,1.736188,37.259551,3194.79207,yes,67.6453346786711,Democratic Republic of the Congo,Sub-Saharan Africa,0.00282549561981353,0.00829365148637044,0.000543443191907009,0.011662590298091,67.6453346786711
COD,2020,5.175471,8.21165,6.524783,19.911904,3689.988161,yes,67.6006196166087,Democratic Republic of the Congo,Sub-Saharan Africa,0.00140257116667752,0.00222538654372664,0.00176823954856044,0.00539619725896459,67.6006196166087
COD,2021,8.10465,14.095162,6.805322,29.005134,3645.938671,yes,67.6109027319949,Democratic Republic of the Congo,Sub-Saharan Africa,0.00222292548815065,0.00386598987857742,0.001866548676238,0.00795546404296607,67.6109027319949
COD,2022,9.409441,25.064299,14.098712,48.572452,3394.543526,yes,67.4871988912244,Democratic Republic of the Congo,Sub-Saharan Africa,0.002771931167749,0.00738370234702361,0.00415334547694352,0.0143089789917161,67.4871988912244
COG,2017,3.882553,0.144143,0.202764,4.22946,151.230629,"",64.2971728330767,Congo,Sub-Saharan Africa,0.0256730599196278,0.00095313364067275,0.0013407601445604,0.0279669537048609,64.2971728330767
COG,2018,0,0.235028,0.147805,0.382833,159.818788,yes,64.0866174068204,Congo,Sub-Saharan Africa,0,0.00147059055409681,0.000924828687851143,0.00239541924194795,64.0866174068204
COG,2019,2.191288,0.631377,0.107763,2.930428,221.921688,yes,64.368817966686,Congo,Sub-Saharan Africa,0.00987414983973986,0.0028450441490874,0.000485590214147975,0.0132047842029752,64.368817966686
COG,2020,2.163081,0.007308,0,2.170389,237.630778,yes,64.8282961102731,Congo,Sub-Saharan Africa,0.00910269712621149,3.07535920283862e-05,0,0.00913345071823987,64.8282961102731
COG,2021,0.071362,0.474235,0.038618,0.584215,213.411733,yes,64.3201469032812,Congo,Sub-Saharan Africa,0.00033438648848796,0.00222215992220072,0.000180955374182731,0.00273750178487141,64.3201469032812
COG,2022,0.196954,3.055141,0,3.252095,729.229253,yes,64.1246342101289,Congo,Sub-Saharan Africa,0.000270085160722427,0.0041895480569812,0,0.00445963321770363,64.1246342101289
COK,2017,0.038173,2.591428,0,2.629601,24.803356,"",,Cook Islands,East Asia & Pacific,0.00153902560605105,0.104478926158218,0,0.106017951764269,
COK,2018,1.42262,0.463598,0,1.886218,36.255344,"",,Cook Islands,East Asia & Pacific,0.0392389050287318,0.0127870252727432,0,0.052025930301475,
COK,2019,0,0,0,0,32.793165,"",,Cook Islands,East Asia & Pacific,0,0,0,0,
COK,2020,0,0,0,0,0,,,Cook Islands,East Asia & Pacific,,,,,
COK,2021,0,0,0,0,0,,,Cook Islands,East Asia & Pacific,,,,,
COK,2022,0,0,0,0,0,,,Cook Islands,East Asia & Pacific,,,,,
COL,2017,6.788278,53.993499,19.374827,80.156604,1044.553087,"",51.9681492749624,Colombia,Latin America & Caribbean,0.00649873911099743,0.0516905264768032,0.0185484368780579,0.0767377024658585,51.9681492749624
COL,2018,4.922789,46.528336,0.331359,51.782484,1969.991986,"",52.0651133479631,Colombia,Latin America & Caribbean,0.00249888783050105,0.0236185407507541,0.00016820322232519,0.0262856318035803,52.0651133479631
COL,2019,3.329846,62.277905,1.138201,66.745952,1192.969388,"",51.6238410241645,Colombia,Latin America & Caribbean,0.00279122501674788,0.0522041098677379,0.000954090701277912,0.0559494255857637,51.6238410241645
COL,2020,4.040079,143.305305,3.642573,150.987957,2207.22165,"",51.4989529323752,Colombia,Latin America & Caribbean,0.00183039116166698,0.0649256521201666,0.00165029778500043,0.068406341066834,51.4989529323752
COL,2021,3.850792,109.966627,93.183538,207.000957,2165.328193,"",51.5831015126386,Colombia,Latin America & Caribbean,0.00177838722667941,0.0507852007633284,0.043034371556811,0.0955979595468188,51.5831015126386
COL,2022,2.736638,569.643163,21.587245,593.967046,2194.698138,yes,51.3095304430715,Colombia,Latin America & Caribbean,0.00124693139006983,0.259554219843239,0.00983608844707554,0.270637239680385,51.3095304430715
COM,2017,2.225234,0,0.210179,2.435413,75.282385,"",61.6390976914746,Comoros,Sub-Saharan Africa,0.0295584949918895,0,0.00279187488547288,0.0323503698773624,61.6390976914746
COM,2018,0.667727,0,0.054479,0.722206,97.940554,"",62.0618767978677,Comoros,Sub-Saharan Africa,0.00681767636315392,0,0.000556245577291711,0.00737392194044563,62.0618767978677
COM,2019,1.610864,0,0.254771,1.865635,103.655302,"",62.7391203794779,Comoros,Sub-Saharan Africa,0.0155405846967674,0,0.00245786751940581,0.0179984522161732,62.7391203794779
COM,2020,2.177695,0,0.160324,2.338019,136.853538,"",62.6756727984039,Comoros,Sub-Saharan Africa,0.0159125955516035,0,0.0011715005862691,0.0170840961378726,62.6756727984039
COM,2021,5.571725,0,0.196502,5.768227,148.055816,"",63.1878776889347,Comoros,Sub-Saharan Africa,0.0376325979656213,0,0.00132721567655269,0.038959813642174,63.1878776889347
COM,2022,17.054284,0.007966,0.849026,17.911276,139.8119,"",63.140199918567,Comoros,Sub-Saharan Africa,0.121980203401856,5.69765520674564e-05,0.00607263044132867,0.128109810395253,63.140199918567
CPV,2017,18.424168,6.398437,1.5119,26.334505,156.389678,"",49.3993797613802,Cabo Verde,Sub-Saharan Africa,0.117809360794259,0.0409134226876533,0.00966751782684788,0.16839030130876,49.3993797613802
CPV,2018,1.087442,11.239394,0.00988,12.336716,110.177125,"",49.4799416896487,Cabo Verde,Sub-Saharan Africa,0.00986994351141401,0.10201204651147,8.96737866412833e-05,0.111971663809525,49.4799416896487
CPV,2019,0.717185,7.247639,0.00784,7.972664,186.146604,"",49.2731793553752,Cabo Verde,Sub-Saharan Africa,0.00385279658392264,0.0389351126706561,4.21173410179431e-05,0.0428300265955967,49.2731793553752
CPV,2020,0.819462,3.848972,1.922928,6.591362,183.699447,"",48.9920933604236,Cabo Verde,Sub-Saharan Africa,0.00446088441409407,0.0209525508261329,0.0104677941681556,0.0358812294083825,48.9920933604236
CPV,2021,1.098637,3.832878,10.917911,15.849426,167.273578,"",48.8904229257158,Cabo Verde,Sub-Saharan Africa,0.00656790518344744,0.0229138280284768,0.0652697881550666,0.0947515213669908,48.8904229257158
CPV,2022,3.437,2.651971,0.428026,6.516997,135.606754,"",48.9263000198252,Cabo Verde,Sub-Saharan Africa,0.0253453452620804,0.019556334192617,0.00315637670967332,0.0480580561643707,48.9263000198252
CRI,2017,0.120369,31.55794,0,31.678309,125.293017,"",46.90313727136,Costa Rica,Latin America & Caribbean,0.00096069998857159,0.251873095210087,0,0.252833795198658,46.90313727136
CRI,2018,2.709448,30.362697,0,33.072145,121.450175,"",46.7536239145657,Costa Rica,Latin America & Caribbean,0.0223091321194062,0.250001261834329,0,0.272310393953735,46.7536239145657
CRI,2019,0.946338,9.796604,0.024412,10.767354,78.8876060000001,"",46.6087306180332,Costa Rica,Latin America & Caribbean,0.0119960288819007,0.124184323707326,0.000309452919638606,0.136489805508865,46.6087306180332
CRI,2020,2.660533,5.088,0,7.748533,232.954356,"",46.4804330518136,Costa Rica,Latin America & Caribbean,0.0114208338735679,0.0218411884944534,0,0.0332620223680213,46.4804330518136
CRI,2021,1.404233,2.3767,1.180396,4.961329,159.353742,"",46.6592247528425,Costa Rica,Latin America & Caribbean,0.00881204910770152,0.014914616815211,0.00740739429890513,0.0311340602218177,46.6592247528425
CRI,2022,0.87582,110.562822,1.245289,112.683931,663.421072,yes,46.338294499899,Costa Rica,Latin America & Caribbean,0.00132015704198193,0.166655577681138,0.00187707182143892,0.169852806544559,46.338294499899
CUB,2017,1.698049,1.585502,2.222276,5.505827,404.369627,"",54.8674965239559,Cuba,Latin America & Caribbean,0.00419924961376983,0.00392092257710542,0.00549565509280943,0.0136158272836847,54.8674965239559
CUB,2018,4.474373,6.905536,0.486531,11.86644,405.467754,"",54.8860342160762,Cuba,Latin America & Caribbean,0.0110350896115897,0.0170310362091088,0.00119992525965456,0.029266051080353,54.8860342160762
CUB,2019,3.448005,9.611741,0.29068,13.350426,165.278294,"",54.6766291583722,Cuba,Latin America & Caribbean,0.0208618138326137,0.0581548899579034,0.00175873064130248,0.0807754344318196,54.6766291583722
CUB,2020,7.326392,5.820396,4.317345,17.464133,177.599604,"",54.6359788689159,Cuba,Latin America & Caribbean,0.0412522991886851,0.0327725730739805,0.024309429203457,0.0983343014661226,54.6359788689159
CUB,2021,4.589545,8.150925,1.461988,14.202458,145.716375,"",54.5472997163851,Cuba,Latin America & Caribbean,0.0314964258478157,0.0559369185515355,0.0100331071233415,0.0974664515226926,54.5472997163851
CUB,2022,1.526578,5.907517,0.478255,7.91235,150.251493,"",54.3914540140857,Cuba,Latin America & Caribbean,0.0101601519526997,0.03931752611603,0.00318302993501702,0.0526607080037468,54.3914540140857
DJI,2017,0.484191,0,1.080132,1.564323,181.321888,yes,59.160407265222,Djibouti,Middle East & North Africa,0.00267033950142853,0,0.00595698628507552,0.00862732578650405,59.160407265222
DJI,2018,18.177969,0,0.487491,18.66546,210.561835,"",58.181200759803,Djibouti,Middle East & North Africa,0.0863307873432999,0,0.00231519163954854,0.0886459789828484,58.181200759803
DJI,2019,28.790979,0.215079,0.846001,29.852059,315.062384,"",57.9685295107539,Djibouti,Middle East & North Africa,0.091381835668456,0.000682655280104781,0.00268518567421238,0.0947496766227732,57.9685295107539
DJI,2020,19.841503,0.212777,0.011429,20.065709,321.723514,"",58.2362300712728,Djibouti,Middle East & North Africa,0.0616725297859329,0.000661366020016802,3.55242918302826e-05,0.06236942009778,58.2362300712728
DJI,2021,12.908027,0.463954,0,13.371981,196.738333,"",58.8521060536789,Djibouti,Middle East & North Africa,0.0656101269293565,0.00235822878503296,0,0.0679683557143895,58.8521060536789
DJI,2022,11.802522,4.126001,1.367743,17.296266,231.806378,"",58.8772433265211,Djibouti,Middle East & North Africa,0.0509154325339573,0.0177993420008487,0.00590036828063462,0.0746151428154406,58.8772433265211
DMA,2017,0.269045,0.813896,0.006931,1.089872,31.519348,"",45.0660390828488,Dominica,Latin America & Caribbean,0.00853586819118213,0.0258221077415688,0.000219896680603926,0.0345778726133548,45.0660390828488
DMA,2018,0,0.18567,0.059465,0.245135,36.952782,"",45.1699580931382,Dominica,Latin America & Caribbean,0,0.005024520210684,0.00160921578245448,0.00663373599313849,45.1699580931382
DMA,2019,1.431701,0.149074,0.583696,2.164471,77.222722,"",45.7826256641094,Dominica,Latin America & Caribbean,0.0185398929605201,0.00193044218254829,0.00755860431855795,0.0280289394616263,45.7826256641094
DMA,2020,1.408661,0,2.812298,4.220959,78.35861,"",46.5413568009411,Dominica,Latin America & Caribbean,0.0179771055152714,0,0.0358900955491681,0.0538672010644395,46.5413568009411
DMA,2021,0.844929,0,0.617632,1.462561,80.784818,"",47.0002540937582,Dominica,Latin America & Caribbean,0.010459007285255,0,0.00764539693584505,0.0181044042211001,47.0002540937582
DMA,2022,0.818331,0,1.319352,2.137683,68.887967,"",47.0221568543906,Dominica,Latin America & Caribbean,0.0118791573570461,0,0.01915214016985,0.0310312975268961,47.0221568543906
DOM,2017,20.637921,1.51896,4.439193,26.596074,201.44384,"",53.8063574616245,Dominican Republic,Latin America & Caribbean,0.102449997974622,0.00754036459988055,0.0220368763820229,0.132027238956525,53.8063574616245
DOM,2018,2.260863,4.895924,0.245268,7.402055,168.437566,"",53.938097164742,Dominican Republic,Latin America & Caribbean,0.0134225580058548,0.0290666988146813,0.00145613597859755,0.0439453927991337,53.938097164742
DOM,2019,3.030378,33.067113,0.148111,36.245602,205.796406,"",53.841239117262,Dominican Republic,Latin America & Caribbean,0.014725125957739,0.160678768121927,0.000719696727842759,0.176123590807509,53.841239117262
DOM,2020,16.813799,64.32755,0.82359,81.964939,441.357452,"",53.6575899635477,Dominican Republic,Latin America & Caribbean,0.0380956499631052,0.145749323385164,0.00186603850522501,0.185711011853494,53.6575899635477
DOM,2021,49.540292,49.987303,3.533327,103.060922,494.372322,yes,53.3789204385304,Dominican Republic,Latin America & Caribbean,0.100208465958578,0.101112665041147,0.00714709712248009,0.208468228122205,53.3789204385304
DOM,2022,62.432321,7.89918,3.98117,74.312671,449.831979,yes,53.2666363686899,Dominican Republic,Latin America & Caribbean,0.138790312638044,0.0175602899944115,0.0088503489877495,0.165200951620205,53.2666363686899
DZA,2017,2.08854,0.279408,0,2.367948,278.479184,"",52.6460253246624,Algeria,Middle East & North Africa,0.00749980652054769,0.00100333531571968,0,0.00850314183626738,52.6460253246624
DZA,2018,1.53777,0.619943,0.927828,3.085541,254.816944,"",52.6387644647637,Algeria,Middle East & North Africa,0.00603480277198521,0.00243289551420097,0.00364115504030219,0.0121088533264884,52.6387644647637
DZA,2019,0.190278,2.089868,0.221004,2.50115,260.430821,"",52.6179591566774,Algeria,Middle East & North Africa,0.000730627808449753,0.0080246569587092,0.000848609235847703,0.00960389400300666,52.6179591566774
DZA,2020,0.031239,3.225351,0.018652,3.275242,278.230433,"",51.3456483308716,Algeria,Middle East & North Africa,0.000112277437313984,0.0115923731463265,6.7037957706086e-05,0.0117716885413466,51.3456483308716
DZA,2021,0.018405,3.441422,0.233384,3.693211,257.015075,"",51.7258151142009,Algeria,Middle East & North Africa,7.16105854880303e-05,0.0133899616588638,0.000908055685060498,0.0143696279294123,51.7258151142009
DZA,2022,0.172435,2.103263,0.491174,2.766872,239.063776,"",51.3334988680424,Algeria,Middle East & North Africa,0.0007212928821136,0.00879791591679703,0.00205457308597016,0.0115737818848808,51.3334988680424
ECU,2017,0.158397,9.0776,18.652269,27.888266,280.578901,"",56.2746196628992,Ecuador,Latin America & Caribbean,0.000564536390425166,0.0323531098298799,0.0664778033327602,0.0993954495530652,56.2746196628992
ECU,2018,1.314933,30.045148,0.573691,31.933772,453.796623,"",55.991928342089,Ecuador,Latin America & Caribbean,0.00289762623464917,0.0662083992634736,0.00126420288500031,0.0703702283831231,55.991928342089
ECU,2019,1.614414,149.023374,0.754116,151.391904,593.463445,"",55.7929109702701,Ecuador,Latin America & Caribbean,0.00272032593347009,0.251107924600141,0.00127070337078638,0.255098953904398,55.7929109702701
ECU,2020,0.752489,121.008657,0.761059,122.522205,404.467394,"",56.1492690741058,Ecuador,Latin America & Caribbean,0.00186044415733546,0.299180252339451,0.0018816325154754,0.302922329012262,56.1492690741058
ECU,2021,2.124669,23.065046,0.918595,26.10831,355.781968,"",55.8611416548289,Ecuador,Latin America & Caribbean,0.005971828791503,0.0648291596385796,0.00258190431955787,0.0733828927496405,55.8611416548289
ECU,2022,6.3883,56.441463,1.85882,64.688583,448.725701,yes,55.9237168871262,Ecuador,Latin America & Caribbean,0.0142365368994097,0.125781658759947,0.00414244157590608,0.144160637235263,55.9237168871262
EGY,2017,0.339994,277.886208,0.240632,278.466834,1748.514306,yes,53.5478238365612,Egypt,Middle East & North Africa,0.000194447365305114,0.158927042830841,0.00013762083568563,0.159259111031832,53.5478238365612
EGY,2018,3.729693,87.115674,0,90.845367,3260.203379,yes,53.1376738362773,Egypt,Middle East & North Africa,0.00114400623716426,0.0267209323691705,0,0.0278649386063347,53.1376738362773
EGY,2019,4.700016,130.331513,0.228228,135.259757,3156.105123,yes,52.8654439840826,Egypt,Middle East & North Africa,0.00148918233608532,0.0412950481434265,7.23131806785512e-05,0.0428565436601904,52.8654439840826
EGY,2020,3.438596,158.610941,0.250614,162.300151,2867.220672,yes,52.6408630042266,Egypt,Middle East & North Africa,0.00119927846279144,0.0553187072585392,8.74065963765485e-05,0.0566053923177072,52.6408630042266
EGY,2021,6.164645,259.344261,0.257633,265.766539,8772.284364,yes,52.3813534720635,Egypt,Middle East & North Africa,0.000702741126963312,0.0295640508490931,2.93689749795712e-05,0.030296160951036,52.3813534720635
EGY,2022,101.378906,366.352488,4.346089,472.077483,7338.589878,yes,52.4105793337983,Egypt,Middle East & North Africa,0.0138144940220626,0.0499213737366998,0.000592223992926615,0.064328091751689,52.4105793337983
ERI,2017,0,5.693157,0.168459,5.861616,87.925758,"",69.6083544267078,Eritrea,Sub-Saharan Africa,0,0.064749592491429,0.00191592320421053,0.0666655156956395,69.6083544267078
ERI,2018,0.472151,0,0,0.472151,90.477962,"",69.5829443434521,Eritrea,Sub-Saharan Africa,0.00521840887618578,0,0,0.00521840887618578,69.5829443434521
ERI,2019,0.004732,0.034851,1.62876,1.668343,366.472703,"",69.5774604802842,Eritrea,Sub-Saharan Africa,1.2912285038594e-05,9.50984881403295e-05,0.00444442379109475,0.00455243456427367,69.5774604802842
ERI,2020,0,0.608786,0.277945,0.886731,67.252056,"",69.3121885512922,Eritrea,Sub-Saharan Africa,0,0.0090523031741959,0.00413288479983422,0.0131851879740301,69.3121885512922
ERI,2021,0.00156,0.005606,0.693054,0.70022,46.355158,"",69.2288313817278,Eritrea,Sub-Saharan Africa,3.36532128743904e-05,0.000120935840624252,0.0149509575611845,0.0151055466146831,69.2288313817278
ERI,2022,0.203242,0.44827,0.227388,0.8789,67.254868,"",69.3537535471608,Eritrea,Sub-Saharan Africa,0.00302196712362888,0.00666524243271134,0.00338098946235386,0.0130681990186941,69.3537535471608
ETH,2017,50.876913,30.475054,31.340135,112.692102,4741.926229,"",62.2997378255072,Ethiopia,Sub-Saharan Africa,0.0107291658585606,0.00642672461111372,0.00660915701478746,0.0237650474844618,62.2997378255072
ETH,2018,53.92892,22.314582,10.609244,86.852746,5367.483409,yes,61.0370353318408,Ethiopia,Sub-Saharan Africa,0.0100473379963455,0.00415736394500703,0.00197657695265733,0.0161812788940099,61.0370353318408
ETH,2019,71.829032,124.346549,8.982932,205.158513,5191.030805,yes,60.4299682567734,Ethiopia,Sub-Saharan Africa,0.0138371423130093,0.0239541150247518,0.0017304717189017,0.0395217290566628,60.4299682567734
ETH,2020,69.555415,69.977664,8.491839,148.024918,5671.698427,yes,60.9973777128128,Ethiopia,Sub-Saharan Africa,0.012263595445922,0.0123380438682834,0.00149723034630593,0.0260988696605113,60.9973777128128
ETH,2021,48.135699,53.777757,11.472633,113.386089,4244.383458,yes,61.5313311838612,Ethiopia,Sub-Saharan Africa,0.011341034446186,0.0126703342269034,0.00270301519962243,0.0267143838727118,61.5313311838612
ETH,2022,80.544527,36.105463,6.380186,123.030176,5230.260952,yes,61.3051283540555,Ethiopia,Sub-Saharan Africa,0.01539971480184,0.00690318577435293,0.00121985997611845,0.0235227605523114,61.3051283540555
FJI,2017,2.0688,1.003602,3.94244,7.014842,153.065779,"",51.1372818768955,Fiji,East Asia & Pacific,0.0135157578233081,0.00655667129881461,0.0257565082525729,0.0458289373746956,51.1372818768955
FJI,2018,1.73224,2.15058,5.622313,9.505133,127.212263,"",50.8273206240164,Fiji,East Asia & Pacific,0.0136169262235355,0.016905445664464,0.0441963130551337,0.0747186849431332,50.8273206240164
FJI,2019,5.087164,1.004661,0.513132,6.604957,138.641546,"",48.5186899845991,Fiji,East Asia & Pacific,0.0366929260872495,0.00724646420200767,0.00370114164768474,0.0476405319369419,48.5186899845991
FJI,2020,11.503543,4.047289,0.217501,15.768333,196.677031,"",48.8725183566033,Fiji,East Asia & Pacific,0.0584895091282927,0.0205783511141166,0.00110587900831186,0.0801737392507212,48.8725183566033
FJI,2021,11.883367,1.09346,0.484044,13.460871,578.921627,"",49.0837646866744,Fiji,East Asia & Pacific,0.020526728396001,0.00188878761649718,0.000836113175644067,0.0232516291881422,49.0837646866744
FJI,2022,4.067308,1.665133,0.603722,6.336163,359.31559,"",49.1036590217601,Fiji,East Asia & Pacific,0.0113195979055626,0.00463417966362106,0.00168019984882927,0.017633977418013,49.1036590217601
FSM,2017,1.497344,0,0,1.497344,114.210094,"",63.2463662630619,Micronesia,East Asia & Pacific,0.0131104348797752,0,0,0.0131104348797752,63.2463662630619
FSM,2018,0.534526,0.344924,0.039789,0.919239,109.146921,"",62.660577842606,Micronesia,East Asia & Pacific,0.00489730718102438,0.00316018076222233,0.000364545326935975,0.00842203327018268,62.660577842606
FSM,2019,0.282004,0.647636,0,0.92964,102.937504,"",62.8442612888351,Micronesia,East Asia & Pacific,0.00273956516373274,0.00629154559644267,0,0.00903111076017542,62.8442612888351
FSM,2020,2.378179,1.54306,0,3.921239,188.954448,"",62.814666063709,Micronesia,East Asia & Pacific,0.0125859910955893,0.00816630683390951,0,0.0207522979294989,62.814666063709
FSM,2021,3.36762,0,0,3.36762,140.698278,"",63.0405248327868,Micronesia,East Asia & Pacific,0.0239350477338465,0,0,0.0239350477338465,63.0405248327868
FSM,2022,1.206452,0.127096,0,1.333548,153.334922,"",62.7896742422009,Micronesia,East Asia & Pacific,0.00786808369720239,0.000828878368621077,0,0.00869696206582347,62.7896742422009
GAB,2017,0.183277,0.004137,0.137251,0.324665,146.969537,"",56.8844889726738,Gabon,Sub-Saharan Africa,0.00124704073878929,2.81486904323581e-05,0.000933873799983462,0.00220906322920511,56.8844889726738
GAB,2018,0,0.897788,0,0.897788,143.305814,"",57.0153550794115,Gabon,Sub-Saharan Africa,0,0.00626484002944919,0,0.00626484002944919,57.0153550794115
GAB,2019,0,0,0,0,162.972267,"",57.0791847919874,Gabon,Sub-Saharan Africa,0,0,0,0,57.0791847919874
GAB,2020,0.060774,0.000482,0,0.061256,73.123181,"",57.4996236303265,Gabon,Sub-Saharan Africa,0.000831118110138015,6.59161695933332e-06,0,0.000837709727097348,57.4996236303265
GAB,2021,0,19.913752,0.000683,19.914435,117.373576,"",57.0009630853853,Gabon,Sub-Saharan Africa,0,0.169661287307119,5.81902693328522e-06,0.169667106334053,57.0009630853853
GAB,2022,1.088683,0.0713,0.021964,1.181947,147.126855,"",57.0179316995086,Gabon,Sub-Saharan Africa,0.00739962123162355,0.0004846158099417,0.000149286138142489,0.00803352317970774,57.0179316995086
GEO,2017,2.557036,1.252855,9.147303,12.957194,615.225856,"",42.0711071262932,Georgia,Europe & Central Asia,0.00415625574748276,0.00203641473741962,0.0148682031335172,0.0210608736184196,42.0711071262932
GEO,2018,4.191664,15.561763,1.807916,21.561343,757.790608,"",41.5930419267238,Georgia,Europe & Central Asia,0.00553142775292882,0.0205357031820062,0.00238577250880892,0.0284529034437439,41.5930419267238
GEO,2019,2.318662,144.793083,2.0197,149.131445,763.938856,"",42.7587052734409,Georgia,Europe & Central Asia,0.00303514081236889,0.189534910893445,0.00264379797432375,0.195213849680137,42.7587052734409
GEO,2020,1.878741,237.985925,0.8988,240.763466,1248.326672,"",41.689141177872,Georgia,Europe & Central Asia,0.00150500749694788,0.190643947884821,0.000720003842071236,0.19286895922384,41.689141177872
GEO,2021,0.476212,166.025535,0.262294,166.764041,925.057071999999,"",41.3185722483324,Georgia,Europe & Central Asia,0.00051479202139433,0.179475991293216,0.000283543586595055,0.180274326901206,41.3185722483324
GEO,2022,0.938314,94.952407,0.508457,96.399178,634.28281,"",41.2846982273228,Georgia,Europe & Central Asia,0.00147933064747569,0.149700426218393,0.000801625066900363,0.151981381932769,41.2846982273228
GHA,2017,9.655535,6.919827,16.188486,32.763848,1535.042177,"",56.1063396608936,Ghana,Sub-Saharan Africa,0.00629007798265859,0.00450790675571125,0.0105459551812693,0.0213439399196391,56.1063396608936
GHA,2018,20.517913,28.328259,0.329306,49.175478,1324.401085,"",55.9294440514043,Ghana,Sub-Saharan Africa,0.015492220017322,0.0213894864032069,0.000248645220643262,0.0371303516411722,55.9294440514043
GHA,2019,10.849803,50.323333,0.31592,61.489056,1138.039756,"",54.9972831234652,Ghana,Sub-Saharan Africa,0.00953376447773236,0.0442193102083509,0.00027760014387406,0.0540306748299574,54.9972831234652
GHA,2020,3.855151,27.852326,1.611474,33.318951,2519.52286,"",54.7872168567488,Ghana,Sub-Saharan Africa,0.00153011153865855,0.0110546034101076,0.000639594911236487,0.0132243098600026,54.7872168567488
GHA,2021,7.315853,23.803037,1.956828,33.075718,1537.447604,"",54.8591351051048,Ghana,Sub-Saharan Africa,0.00475844053544735,0.0154821776937772,0.00127277703312223,0.0215133952623468,54.8591351051048
GHA,2022,10.619391,17.228944,1.990775,29.83911,1265.489347,"",54.8195877294297,Ghana,Sub-Saharan Africa,0.00839152935200489,0.0136144520227241,0.00157312663652158,0.0235791080112506,54.8195877294297
GIN,2017,0.022515,0.925796,0.241289,1.1896,546.482122,"",61.0508164616725,Guinea,Sub-Saharan Africa,4.11998839369168e-05,0.00169410116585662,0.000441531369986885,0.00217683241978042,61.0508164616725
GIN,2018,0,8.401773,0.284112,8.685885,702.603131,"",61.3038742485397,Guinea,Sub-Saharan Africa,0,0.0119580637052413,0.000404370529342261,0.0123624342345836,61.3038742485397
GIN,2019,1.10583,15.374381,0.034028,16.514239,631.826138,"",60.8252388256618,Guinea,Sub-Saharan Africa,0.00175021249279181,0.0243332462450295,5.38565879969974e-05,0.0261373153258183,60.8252388256618
GIN,2020,2.264595,0.490872,0.155832,2.911299,820.799294,"",60.7845768491153,Guinea,Sub-Saharan Africa,0.00275901187605066,0.000598041450069766,0.000189853964469906,0.00354690729059033,60.7845768491153
GIN,2021,2.672423,17.894628,0.541206,21.108257,594.843486,"",61.4511117239889,Guinea,Sub-Saharan Africa,0.00449264901255051,0.0300829183157601,0.000909829245402546,0.0354853965737132,61.4511117239889
GIN,2022,4.451305,21.710682,0.179991,26.341978,536.6648,"",61.2408202840134,Guinea,Sub-Saharan Africa,0.00829438599289538,0.0404548276689658,0.000335388123089124,0.0490846017849503,61.2408202840134
GMB,2017,0.014025,0.208701,0,0.222726,333.18791,"",61.4292694080089,Gambia,Sub-Saharan Africa,4.20933640719437e-05,0.000626376269174953,0,0.000668469633246897,61.4292694080089
GMB,2018,0.008035,0.25552,0,0.263555,265.40663,"",61.4320007605245,Gambia,Sub-Saharan Africa,3.02743002313092e-05,0.000962749121979357,0,0.000993023422210666,61.4320007605245
GMB,2019,0,0.557415,1.562046,2.119461,242.209175,"",60.8822529406025,Gambia,Sub-Saharan Africa,0,0.00230137855017259,0.00644916114346205,0.00875053969363465,60.8822529406025
GMB,2020,0.07148,1.335425,0,1.406905,331.099398,"",59.034453970871,Gambia,Sub-Saharan Africa,0.000215886831663765,0.00403330543053419,0,0.00424919226219795,59.034453970871
GMB,2021,1.134738,1.753868,0.808261,3.696867,253.528242,"",60.4945727998899,Gambia,Sub-Saharan Africa,0.00447578538409934,0.00691784073507677,0.0031880511363306,0.0145816772555067,60.4945727998899
GMB,2022,0.274558,8.998905,0.807198,10.080661,287.402343,"",60.184381626276,Gambia,Sub-Saharan Africa,0.00095530884381134,0.0313111748013829,0.0028085992326096,0.0350750828778038,60.184381626276
GNB,2017,3.522166,0,0.043638,3.565804,129.297562,"",67.9958531123487,Guinea-Bissau,Sub-Saharan Africa,0.0272407765894302,0,0.000337500563235678,0.0275782771526659,67.9958531123487
GNB,2018,5.615207,0,1.235409,6.850616,162.682159,"",67.9563245190933,Guinea-Bissau,Sub-Saharan Africa,0.0345164278278358,0,0.00759400420792301,0.0421104320357588,67.9563245190933
GNB,2019,0.114685,0,1.199513,1.314198,128.82926,"",67.5720970077147,Guinea-Bissau,Sub-Saharan Africa,0.00089020925836258,0,0.00931087394276735,0.0102010832011299,67.5720970077147
GNB,2020,1.75892,0,0.461504,2.220424,158.918605,"",67.969228107564,Guinea-Bissau,Sub-Saharan Africa,0.0110680558767804,0,0.00290402750514957,0.01397208338193,67.969228107564
GNB,2021,1.606142,0,0,1.606142,169.844051,"",67.1993706976328,Guinea-Bissau,Sub-Saharan Africa,0.00945656907347317,0,0,0.00945656907347317,67.1993706976328
GNB,2022,2.233917,0.0035,0.230849,2.468266,166.053685,"",67.1039645409258,Guinea-Bissau,Sub-Saharan Africa,0.0134529805827555,2.10775208029861e-05,0.00139020702852815,0.0148642651320867,67.1039645409258
